,Ability 1,Intimidate,21 - Thunder Fang,,Ability 1,Intimidate,21 - Thunder Fang,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Rock Head,27 - Crunch,,Ability 2,Rock Head,27 - Crunch,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,33 - Blaze Kick,,Base Stats,,33 - Blaze Kick,,,,,,,,,,,,,,,,,,,,,,,,
,HP,55,37 - Take Down,,HP,90,37 - Take Down,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,70,40 - Will-O-Wisp,,Attack,110,40 - Will-O-Wisp,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,45,44 - Morning Sun,,Defense,80,44 - Morning Sun,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,70,47 - Sacred Fire,,Special Attack,75(-25),47 - Sacred Fire,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,55,50 - Double-Edge,,Special Defense,80,50 - Double-Edge,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,70(+10),55 - Flare Blitz,,Speed,105(+10),55 - Flare Blitz,,,,,,,,,,,,,,,,,,,,,,,,
,,,60 - ExtremeSpeed,,Evolves via Fire Stone.,,60 - ExtremeSpeed,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Poliwag,,Learnset,,Poliwhirl,,Learnset,,Poliwrath,,Learnset,,Politoed,,Learnset,,,,,,,,,,,,,,,,
,,,1 - Aqua Jet,,,,1 - Aqua Jet,,,,1 - Aqua Jet,,,,1 - Aqua Jet,,,,,,,,,,,,,,,,
,,,1 - Mach Punch,,,,1 - Mach Punch,,,,1 - Mach Punch,,,,1 - Absorb,,,,,,,,,,,,,,,,
,,,5 - Water Gun,,,,5 - Water Gun,,,,5 - Water Gun,,,,5 - Water Gun,,,,,,,,,,,,,,,,
,,,8 - Karate Chop,,,,8 - Karate Chop,,,,8 - Karate Chop,,,,8 - Mega Drain,,,,,,,,,,,,,,,,
,,,13 - BubbleBeam,,,,13 - BubbleBeam,,,,13 - BubbleBeam,,,,13 - BubbleBeam,,,,,,,,,,,,,,,,
,WATER,,20 - Brick Break,,WATER,,20 - Brick Break,,WATER,FIGHTING,20 - Brick Break,,WATER,GRASS,20 - Giga Drain,,,,,,,,,,,,,,,,
,Ability 1,Water Absorb,27 - Scald,,Ability 1,Water Absorb,27 - Scald,,Ability 1,Water Absorb,27 - Scald,,Ability 1,Damp,27 - Scald,,,,,,,,,,,,,,,,
,Ability 2,Swift Swim,32 - Sky Uppercut,,Ability 2,Swift Swim,32 - Sky Uppercut,,Ability 2,Swift Swim,32 - Sky Uppercut,,Ability 2,Water Absorb,32 - Energy Ball,,,,,,,,,,,,,,,,
,Base Stats,,35 - Waterfall,,Base Stats,,35 - Waterfall,,Base Stats,,35 - Waterfall,,Base Stats,,35 - Surf,,,,,,,,,,,,,,,,
,HP,40,43 - Ice Punch,,HP,65,43 - Ice Punch,,HP,90,43 - Ice Punch,,HP,90,43 - Icy Wind,,,,,,,,,,,,,,,,
,Attack,40(-10),50 - Aqua Tail,,Attack,50(-15),50 - Aqua Tail,,Attack,120(+25),50 - Aqua Tail,,Attack,60(-10),50 - Perish Song,,,,,,,,,,,,,,,,
,Defense,40,56 - Close Combat,,Defense,65,56 - Close Combat,,Defense,110(+15),56 - Close Combat,,Defense,75,56 - Hydro Cannon,,,,,,,,,,,,,,,,
,Special Attack,70(+30),,,Special Attack,80(+30),,,Special Attack,60(-10),,,Special Attack,120(+30),,,,,,,,,,,,,,,,,
,Special Defense,40,,,Special Defense,65(+15),,,Special Defense,75(-15),,,Special Defense,110(+10),,,,,,,,,,,,,,,,,
,Speed,90,,,Speed,100(+10),,,Speed,70,,,Speed,70,,,,,,,,,,,,,,,,,
,Now learns TM33,,,,Evolves at level 15.,,,,Evolves via Water Stone.,,,,Evolves via Leaf Stone.,,,,,,,,,,,,,,,,,,
,,,,,Now learns TM33,,,,Now learns TM33,,,,"Now learns TM33, TM77",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abra,,Learnset,,Kadabra,,Learnset,,Alakazam,,Learnset,,,,,,,,,,,,,,,,,,,,
,,,1 - Baton Pass,,,,1 - Baton Pass,,,,1 - Baton Pass,,,,,,,,,,,,,,,,,,,,
,,,1 - Confusion,,,,1 - Confusion,,,,1 - Confusion,,,,,,,,,,,,,,,,,,,,
,,,10 - Role Play,,,,10 - Role Play,,,,10 - Role Play,,,,,,,,,,,,,,,,,,,,
,,,16 - Psybeam,,,,16 - Psybeam,,,,16 - Psybeam,,,,,,,,,,,,,,,,,,,,
,,,27 - Extrasensory,,,,27 - Extrasensory,,,,27 - Extrasensory,,,,,,,,,,,,,,,,,,,,
,PSYCHIC,,30 - Future Sight,,PSYCHIC,,30 - Future Sight,,PSYCHIC,,30 - Future Sight,,,,,,,,,,,,,,,,,,,,
,Ability 1,Levitate,33 - Aura Sphere,,Ability 1,Levitate,33 - Aura Sphere,,Ability 1,Levitate,33 - Aura Sphere,,,,,,,,,,,,,,,,,,,,
,Ability 2,Magic Guard,36 - Psychic,,Ability 2,Magic Guard,36 - Psychic,,Ability 2,Magic Guard,36 - Psychic,,,,,,,,,,,,,,,,,,,,
,Base Stats,,42 - Skill Swap,,Base Stats,,42 - Skill Swap,,Base Stats,,42 - Skill Swap,,,,,,,,,,,,,,,,,,,,
,HP,25,42 - Gravity,,HP,40,42 - Gravity,,HP,55,42 - Gravity,,,,,,,,,,,,,,,,,,,,
,Attack,20,50 - Luster Purge,,Attack,35,50 - Luster Purge,,Attack,50,50 - Luster Purge,,,,,,,,,,,,,,,,,,,,
,Defense,35(+20),62 - Psycho Boost,,Defense,50(+20),62 - Psycho Boost,,Defense,60(+15),62 - Psycho Boost,,,,,,,,,,,,,,,,,,,,
,Special Attack,105,,,Special Attack,120,,,Special Attack,140(+5),,,,,,,,,,,,,,,,,,,,,
,Special Defense,55,,,Special Defense,70,,,Special Defense,95,,,,,,,,,,,,,,,,,,,,,
,Speed,90,,,Speed,105,,,Speed,125(+5),,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 16.,,,,Evolves at level 36.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Machop,,Learnset,,Machoke,,Learnset,,Machamp,,Learnset,,,,,,,,,,,,,,,,,,,,
,,,1 - Low Kick,,,,1 - Low Kick,,,,1 - Low Kick,,,,,,,,,,,,,,,,,,,,
,,,1 - Knock Off,,,,1 - Knock Off,,,,1 - Knock Off,,,,,,,,,,,,,,,,,,,,
,,,1 - Quick Guard,,,,1 - Quick Guard,,,,1 - Quick Guard,,,,,,,,,,,,,,,,,,,,
,,,7 - Leer,,,,7 - Leer,,,,7 - Leer,,,,,,,,,,,,,,,,,,,,
,,,13 - Karate Chop,,,,13 - Karate Chop,,,,13 - Karate Chop,,,,,,,,,,,,,,,,,,,,
,FIGHTING,,19 - Seismic Toss,,FIGHTING,,19 - Seismic Toss,,FIGHTING,,19 - Seismic Toss,,,,,,,,,,,,,,,,,,,,
,Ability 1,Guts,22 - Wide Guard,,Ability 1,Guts,22 - Wide Guard,,Ability 1,Battle Armor,22 - Wide Guard,,,,,,,,,,,,,,,,,,,,
,Ability 2,No Guard,25 - Revenge,,Ability 2,No Guard,25 - Revenge,,Ability 2,No Guard,25 - Revenge,,,,,,,,,,,,,,,,,,,,
,Base Stats,,36 - Vital Throw,,Base Stats,,36 - Vital Throw,,Base Stats,,36 - Vital Throw,,,,,,,,,,,,,,,,,,,,
,HP,70,41 - Shadow Punch,,HP,80,41 - Shadow Punch,,HP,90,41 - Shadow Punch,,,,,,,,,,,,,,,,,,,,
,Attack,90(+10),46 - Stone Edge,,Attack,110(+10),46 - Stone Edge,,Attack,130,46 - Stone Edge,,,,,,,,,,,,,,,,,,,,
,Defense,70(+10),50 - Cross Chop,,Defense,80(+10),50 - Cross Chop,,Defense,100(+20),50 - Cross Chop,,,,,,,,,,,,,,,,,,,,
,Special Attack,35,60 - Close Combat,,Special Attack,50,60 - Close Combat,,Special Attack,65,60 - Close Combat,,,,,,,,,,,,,,,,,,,,
,Special Defense,35,,,Special Defense,60,,,Special Defense,85,,,,,,,,,,,,,,,,,,,,,
,Speed,35,,,Speed,45,,,Speed,55,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 25.,,,,Evolves at level 36.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tentacool,,Learnset,,Tentacruel,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Mirror Coat,,,,1 - Mirror Coat,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Water Gun,,,,1 - Water Gun,,,,,,,,,,,,,,,,,,,,,,,,
,,,10 - Acid Spray,,,,10 - Acid Spray,,,,,,,,,,,,,,,,,,,,,,,,
,,,16 - BubbleBeam,,,,16 - BubbleBeam,,,,,,,,,,,,,,,,,,,,,,,,
,,,22 - Sludge,,,,22 - Sludge,,,,,,,,,,,,,,,,,,,,,,,,
,WATER,POISON,25 - Sludge Bomb,,WATER,POISON,25 - Sludge Bomb,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Clear Body,28 - Scald,,Ability 1,Clear Body,28 - Scald,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Unnerve,32 - Smog,,Ability 2,Unnerve,32 - Smog,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,35 - Muddy Water,,Base Stats,,35 - Muddy Water,,,,,,,,,,,,,,,,,,,,,,,,
,HP,40,40 - Toxic,,HP,80,40 - Toxic,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,40,45 - Sludge Wave,,Attack,60(-10),45 - Sludge Wave,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,55(+20),50 - Hydro Cannon,,Defense,75(+10),50 - Hydro Cannon,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,80(+30),,,Special Attack,100(+20),,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,100,,,Special Defense,120,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,90(+20),,,Speed,100,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 25.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Now learns TM33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bellsprout,,Learnset,,Weepinbell,,Learnset,,Victreebel,,Learnset,,,,,,,,,,,,,,,,,,,,
,,,1 - Vine Whip,,,,1 - Vine Whip,,,,1 - Vine Whip,,,,,,,,,,,,,,,,,,,,
,,,1 - Knock Off,,,,1 - Knock Off,,,,1 - Knock Off,,,,,,,,,,,,,,,,,,,,
,,,5 - Razor Leaf,,,,5 - Razor Leaf,,,,5 - Razor Leaf,,,,,,,,,,,,,,,,,,,,
,,,10 - Poison Fang,,,,10 - Poison Fang,,,,10 - Poison Fang,,,,,,,,,,,,,,,,,,,,
,,,16 - Sleep Powder,,,,16 - Sleep Powder,,,,16 - Sleep Powder,,,,,,,,,,,,,,,,,,,,
,GRASS,POISON,16 - PoisonPowder,,GRASS,POISON,16 - PoisonPowder,,GRASS,POISON,16 - PoisonPowder,,,,,,,,,,,,,,,,,,,,
,Ability 1,Chlorophyll,16 - Stun Spore,,Ability 1,Chlorophyll,16 - Stun Spore,,Ability 1,No Guard,16 - Stun Spore,,,,,,,,,,,,,,,,,,,,
,Ability 2,Chlorophyll,22 - Poison Jab,,Ability 2,Chlorophyll,22 - Poison Jab,,Ability 2,No Guard,22 - Poison Jab,,,,,,,,,,,,,,,,,,,,
,Base Stats,,28 - Leech Seed,,Base Stats,,28 - Leech Seed,,Base Stats,,28 - Leech Seed,,,,,,,,,,,,,,,,,,,,
,HP,50,35 - Leaf Blade,,HP,65,35 - Leaf Blade,,HP,80,35 - Leaf Blade,,,,,,,,,,,,,,,,,,,,
,Attack,70,40 - Sucker Punch,,Attack,90,40 - Sucker Punch,,Attack,120(+15),40 - Sucker Punch,,,,,,,,,,,,,,,,,,,,
,Defense,35,50 - Gunk Shot,,Defense,50,50 - Gunk Shot,,Defense,80(+15),50 - Gunk Shot,,,,,,,,,,,,,,,,,,,,
,Special Attack,70,60 - Power Whip,,Special Attack,85,60 - Power Whip,,Special Attack,75(-25),60 - Power Whip,,,,,,,,,,,,,,,,,,,,
,Special Defense,30,,,Special Defense,45,,,Special Defense,80(+10),,,,,,,,,,,,,,,,,,,,,
,Speed,60(+20),,,Speed,85(+30),,,Speed,90(+20),,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 16.,,,,Evolves at level 35.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Now learns TM77, TM84, TM77",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Geodude,,Learnset,,Graveler,,Learnset,,Golem,,Learnset,,,,,,,,,,,,,,,,,,,,
,,,1 - Tackle,,,,1 - Tackle,,,,1 - Tackle,,,,,,,,,,,,,,,,,,,,
,,,5 - Rock Tomb,,,,5 - Rock Tomb,,,,5 - Rock Tomb,,,,,,,,,,,,,,,,,,,,
,,,10 - Bulldoze,,,,10 - Bulldoze,,,,10 - Bulldoze,,,,,,,,,,,,,,,,,,,,
,,,15 - Knock Off,,,,15 - Knock Off,,,,15 - Knock Off,,,,,,,,,,,,,,,,,,,,
,,,20 - Rock Slide,,,,20 - Rock Slide,,,,20 - Rock Slide,,,,,,,,,,,,,,,,,,,,
,ROCK,GROUND,25 - Dig,,ROCK,GROUND,25 - Dig,,ROCK,GROUND,25 - Dig,,,,,,,,,,,,,,,,,,,,
,Ability 1,Solid Rock,29 - Sucker Punch,,Ability 1,Solid Rock,29 - Sucker Punch,,Ability 1,Solid Rock,29 - Sucker Punch,,,,,,,,,,,,,,,,,,,,
,Ability 2,Sturdy,33 - Hammer Arm,,Ability 2,Sturdy,33 - Hammer Arm,,Ability 2,Sturdy,33 - Hammer Arm,,,,,,,,,,,,,,,,,,,,
,Base Stats,,37 - Rock Climb,,Base Stats,,37 - Rock Climb,,Base Stats,,37 - Rock Climb,,,,,,,,,,,,,,,,,,,,
,HP,60(+20),44 - Earthquake,,HP,75(+20),44 - Earthquake,,HP,80,44 - Earthquake,,,,,,,,,,,,,,,,,,,,
,Attack,80,50 - Protect,,Attack,95,50 - Protect,,Attack,120(+10),50 - Protect,,,,,,,,,,,,,,,,,,,,
,Defense,100,60 - Fissure,,Defense,115,60 - Fissure,,Defense,130,60 - Fissure,,,,,,,,,,,,,,,,,,,,
,Special Attack,30,65 - Rock Wrecker,,Special Attack,45,65 - Rock Wrecker,,Special Attack,55,65 - Rock Wrecker,,,,,,,,,,,,,,,,,,,,
,Special Defense,30,70 - Stealth Rock,,Special Defense,45,70 - Stealth Rock,,Special Defense,75(+10),70 - Stealth Rock,,,,,,,,,,,,,,,,,,,,
,Speed,20,,,Speed,35,,,Speed,65(+20),,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 25.,,,,Evolves at level 36.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Now learns TM19,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ponyta,,Learnset,,Rapidash,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Growl,,,,1 - Growl,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Headbutt,,,,1 - Headbutt,,,,,,,,,,,,,,,,,,,,,,,,
,,,5 - Bulldoze,,,,5 - Bulldoze,,,,,,,,,,,,,,,,,,,,,,,,
,,,9 - Flame Wheel,,,,9 - Flame Wheel,,,,,,,,,,,,,,,,,,,,,,,,
,,,14 - Rock Tomb,,,,14 - Rock Tomb,,,,,,,,,,,,,,,,,,,,,,,,
,FIRE,GROUND,17 - Wild Charge,,FIRE,GROUND,17 - Wild Charge,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Flash Fire,22 - Submission,,Ability 1,Reckless,22 - Submission,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Flash Fire,25 - Dig,,Ability 2,Reckless,25 - Dig,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,30 - Blaze Kick,,Base Stats,,30 - Blaze Kick,,,,,,,,,,,,,,,,,,,,,,,,
,HP,50,34 - Drill Run,,HP,75(+10),34 - Drill Run,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,85,38 - Earthquake,,Attack,110(+10),38 - Earthquake,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,55,45 - Flare Blitz,,Defense,80(+10),45 - Flare Blitz,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,65,50 - Volt Tackle,,Special Attack,60(-20),50 - Volt Tackle,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,65,,,Special Defense,80,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,90,,,Speed,105,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 30.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM26, TM28, TM78, TM80",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Slowpoke,,Learnset,,Slowbro,,Learnset,,Slowking,,Learnset,,,,,,,,,,,,,,,,,,,,
,,,1 - Baton Pass,,,,1 - Baton Pass,,,,1 - Baton Pass,,,,,,,,,,,,,,,,,,,,
,,,1 - Yawn,,,,1 - Yawn,,,,1 - Yawn,,,,,,,,,,,,,,,,,,,,
,,,1 - Water Gun,,,,1 - Water Gun,,,,1 - Water Gun,,,,,,,,,,,,,,,,,,,,
,,,6 - Growl,,,,6 - Growl,,,,6 - Growl,,,,,,,,,,,,,,,,,,,,
,,,10 - Confusion,,,,10 - Confusion,,,,10 - Confusion,,,,,,,,,,,,,,,,,,,,
,WATER,PSYCHIC,16 - BubbleBeam,,WATER,PSYCHIC,16 - BubbleBeam,,WATER,PSYCHIC,16 - Razor Shell,,,,,,,,,,,,,,,,,,,,
,Ability 1,Oblivious,20 - Psybeam,,Ability 1,Shell Armor,20 - Psybeam,,Ability 1,Regenerator,20 - Heart Stamp,,,,,,,,,,,,,,,,,,,,
,Ability 2,Regenerator,27 - Future Sight,,Ability 2,Regenerator,27 - Future Sight,,Ability 2,Shell Armor,27 - Psycho Shift,,,,,,,,,,,,,,,,,,,,
,Base Stats,,34 - Scald,,Base Stats,,34 - Scald,,Base Stats,,34 - Waterfall,,,,,,,,,,,,,,,,,,,,
,HP,90,38 - Psychic,,HP,95,38 - Psychic,,HP,95,38 - Zen Headbutt,,,,,,,,,,,,,,,,,,,,
,Attack,40(-25),44 - Slack Off,,Attack,75,44 - Slack Off,,Attack,110(+35),44 - Slack Off,,,,,,,,,,,,,,,,,,,,
,Defense,75(+10),50 - Mist Ball,,Defense,120(+10),50 - Mist Ball,,Defense,80,50 - Aqua Tail,,,,,,,,,,,,,,,,,,,,
,Special Attack,75(+35),,,Special Attack,110(+10),,,Special Attack,75(-25),,,,,,,,,,,,,,,,,,,,,
,Special Defense,40,,,Special Defense,80,,,Special Defense,120(+10),,,,,,,,,,,,,,,,,,,,,
,Speed,15,,,Speed,30,,,Speed,30,,,,,,,,,,,,,,,,,,,,,
,Now learns TM33,,,,Evolves at level 37.,,,,Evolves via Water Stone,,,,,,,,,,,,,,,,,,,,,,
,,,,,Now learns TM33,,,,Now learns TM33,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Magnemite,,Learnset,,Magneton,,Learnset,,Magnezone,,Learnset,,,,,,,,,,,,,,,,,,,,
,,,1 - Tackle,,,,1 - Tackle,,,,1 - Tackle,,,,,,,,,,,,,,,,,,,,
,,,1 - Metal Sound,,,,1 - Metal Sound,,,,1 - Metal Sound,,,,,,,,,,,,,,,,,,,,
,,,6 - ThunderShock,,,,6 - ThunderShock,,,,6 - ThunderShock,,,,,,,,,,,,,,,,,,,,
,,,11 - Mirror Shot,,,,11 - Mirror Shot,,,,11 - Mirror Shot,,,,,,,,,,,,,,,,,,,,
,,,16 - SonicBoom,,,,16 - SonicBoom,,,,16 - SonicBoom,,,,,,,,,,,,,,,,,,,,
,ELECTRIC,STEEL,21 - Electroweb,,ELECTRIC,STEEL,21 - Electroweb,,ELECTRIC,STEEL,21 - Electroweb,,,,,,,,,,,,,,,,,,,,
,Ability 1,Levitate,26 - Shock Wave,,Ability 1,Levitate,26 - Shock Wave,,Ability 1,Levitate,26 - Shock Wave,,,,,,,,,,,,,,,,,,,,
,Ability 2,Analytic,30 - Magnet Bomb,,Ability 2,Analytic,30 - Magnet Bomb,,Ability 2,Analytic,30 - Magnet Bomb,,,,,,,,,,,,,,,,,,,,
,Base Stats,,35 - Flash Cannon,,Base Stats,,35 - Flash Cannon,,Base Stats,,35 - Flash Cannon,,,,,,,,,,,,,,,,,,,,
,HP,45(+20),44 - Thunderbolt,,HP,60(+10),44 - Thunderbolt,,HP,80(+10),44 - Thunderbolt,,,,,,,,,,,,,,,,,,,,
,Attack,35,50 - Overheat,,Attack,50(-10),50 - Overheat,,Attack,70,50 - Overheat,,,,,,,,,,,,,,,,,,,,
,Defense,70,60 - Zap Cannon,,Defense,95,60 - Zap Cannon,,Defense,120(+5),60 - Zap Cannon,,,,,,,,,,,,,,,,,,,,
,Special Attack,95,70 - Volt Switch,,Special Attack,120,70 - Volt Switch,,Special Attack,130,70 - Volt Switch,,,,,,,,,,,,,,,,,,,,
,Special Defense,55,,,Special Defense,70,,,Special Defense,90,,,,,,,,,,,,,,,,,,,,,
,Speed,45,,,Speed,70,,,Speed,60,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 30.,,,,Evolves at level 55.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Now learns TM83,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Farfetchd,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Detect,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6 - Karate Chop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11 - Wing Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18 - Aerial Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27 - Brick Break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FIGHTING,FLYING,36 - Leaf Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Defiant,40 - Night Slash,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Defiant,44 - Sacred Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,48 - Drill Peck,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HP,62(+10),55 - Superpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,110(+20),60 - Sky Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,55,60 - Close Combat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,110(+50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Now learns TM31, TM47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Doduo,,Learnset,,Dodrio,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Peck,,,,1 - Peck,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Growl,,,,1 - Growl,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Bulldoze,,,,1 - Bulldoze,,,,,,,,,,,,,,,,,,,,,,,,
,,,9 - Pursuit,,,,9 - Pursuit,,,,,,,,,,,,,,,,,,,,,,,,
,,,13 - Wing Attack,,,,13 - Wing Attack,,,,,,,,,,,,,,,,,,,,,,,,
,GROUND,FLYING,21 - Dig,,GROUND,FLYING,21 - Dig,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Reckless,25 - Aerial Ace,,Ability 1,Reckless,25 - Aerial Ace,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Reckless,31 - Drill Run,,Ability 2,Reckless,31 - Drill Run,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,35 - Drill Peck,,Base Stats,,35 - Drill Peck,,,,,,,,,,,,,,,,,,,,,,,,
,HP,55(+20),40 - Blaze Kick,,HP,70(+10),40 - Blaze Kick,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,85,45 - Rock Climb,,Attack,110,45 - Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,
,Defense,55(+10),50 - Earthquake,,Defense,70,50 - Earthquake,,,,,,,,,,,,,,,,,,,,,,,,
,Special Attack,35,62 - Brave Bird,,Special Attack,60,62 - Brave Bird,,,,,,,,,,,,,,,,,,,,,,,,
,Special Defense,55(+20),67 - Fissure,,Special Defense,70(+10),67 - Fissure,,,,,,,,,,,,,,,,,,,,,,,,
,Speed,75,,,Speed,110(+10),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Evolves at level 31.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Now learns TM19, TM26, TM28, TM78, TM80, HM04",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seel,,Learnset,,Dewgong,,Learnset,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Water Gun,,,,1 - Water Gun,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Growl,,,,1 - Growl,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 - Icy Wind,,,,1 - Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,
,,,7 - Aurora Beam,,,,7 - Aurora Beam,,,,,,,,,,,,,,,,,,,,,,,,
,,,12 - Encore,,,,12 - Encore,,,,,,,,,,,,,,,,,,,,,,,,
,WATER,ICE,16 - BubbleBeam,,WATER,ICE,16 - BubbleBeam,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 1,Thick Fat,20 - Scald,,Ability 1,Thick Fat,20 - Scald,,,,,,,,,,,,,,,,,,,,,,,,
,Ability 2,Thick Fat,26 - Signal Beam,,Ability 2,Thick Fat,26 - Signal Beam,,,,,,,,,,,,,,,,,,,,,,,,
,Base Stats,,30 - Icy Wind,,Base Stats,,30 - Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,
,HP,80(+15),34 - Ice Beam,,HP,100(+10),34 - Ice Beam,,,,,,,,,,,,,,,,,,,,,,,,
,Attack,60(+15),38 - Rest,,Attack,65(-5),38 - Rest,,,,,,,,,,,,,,,,,,,,,,,,
